x,y,z
346.809,97.0272,0
347.212,98.0097,0
347.706,99.2076,0
348.345,100.743,0
348.844,101.922,0
349.257,102.877,0
349.769,104.035,0
350.194,104.971,0
350.725,106.104,0
351.169,107.016,0
351.727,108.118,0
352.196,109.004,0
352.787,110.07,0
353.285,110.924,0
353.916,111.95,0

353.916,111.95,0
353.916,111.95,1

353.916,111.95,1
354.153,112.925,1

354.153,112.925,0
354.733,114.046,0
355.194,114.97,0
355.744,116.112,0
356.182,117.051,0
356.709,118.209,0
357.376,119.713,0
357.884,120.885,0
358.295,121.843,0
358.796,123.02,0
359.204,123.98,0
359.705,125.157,0
360.116,126.115,0
360.624,127.287,0
361.291,128.791,0
361.818,129.949,0
362.256,130.888,0
362.806,132.03,0
363.267,132.954,0
363.847,134.075,0

363.847,134.075,0
363.847,134.075,1

363.847,134.075,1
364.146,135.93,1

364.146,135.93,0
364.764,137.023,0
365.223,137.965,0
365.734,139.176,0
366.323,140.817,0
366.736,142.139,0
367.227,143.897,0
367.584,145.288,0
368.404,148.653,0
368.756,150.07,0
369.235,151.883,0
369.634,153.265,0
370.446,155.718,0
370.943,157.014,0
371.38,158.041,0
372.413,160.117,0
372.955,161.04,0
373.67,162.116,0
374.299,162.947,0
375.129,163.902,0

375.129,163.902,0
375.129,163.902,1

375.129,163.902,1
375.272,165.784,1

375.272,165.784,0
375.695,167.142,0
376.217,168.917,0
376.607,170.305,0
377.295,172.855,0
377.665,174.254,0
378.337,176.801,0
378.71,178.185,0
379.409,180.679,0
379.807,182.02,0
380.344,183.72,0
380.78,185.008,0
381.149,186.042,0
381.615,187.29,0
382.24,188.874,0
382.74,190.084,0
383.158,191.062,0
383.68,192.251,0
384.369,193.775,0
384.914,194.951,0

384.914,194.951,0
384.914,194.951,1

384.914,194.951,1
385.163,195.936,1

385.163,195.936,0
385.668,197.178,0
386.293,198.806,0
386.76,200.083,0
387.343,201.748,0
387.784,203.046,0
388.138,204.11,0
388.567,205.416,0
389.344,207.8,0
389.77,209.102,0
390.326,210.772,0
390.765,212.055,0
391.345,213.694,0
391.809,214.945,0
392.198,215.954,0
392.691,217.171,0
393.107,218.149,0
393.636,219.324,0
394.354,220.8,0
394.94,221.909,0

394.94,221.909,0
394.94,221.909,1

394.94,221.909,1
394.97,222.923,1

394.97,222.923,0
395.663,224.044,0
396.213,224.96,0
396.869,226.08,0
397.391,226.995,0
398.016,228.115,0
398.517,229.03,0
399.556,230.968,0
400.038,231.882,0
400.624,233,0
401.1,233.912,0
401.683,235.029,0
402.161,235.94,0
402.749,237.056,0
403.233,237.966,0
403.835,239.079,0
404.333,239.988,0
404.956,241.099,0
405.475,242.006,0
406.616,243.927,0

406.616,243.927,0
406.616,243.927,1

406.616,243.927,1
407.239,245.005,1

407.239,245.005,0
407.714,246.059,0
408.133,246.935,0
408.678,248.022,0
409.149,248.921,0
409.751,250.034,0
410.261,250.951,0
410.904,252.083,0
411.442,253.012,0
412.609,254.995,0
413.166,255.933,0
413.85,257.081,0
414.407,258.018,0
415.571,259.995,0
416.106,260.921,0
416.747,262.046,0
417.253,262.956,0
417.85,264.06,0
418.316,264.95,0
418.855,266.025,0

418.855,266.025,0
418.855,266.025,1

418.855,266.025,1
419.011,267.084,1

419.011,267.084,0
421.984,269.603,0
422.926,270.188,0
424.079,270.865,0
425.026,271.444,0
428.004,273.598,0
428.979,274.372,0
432.952,277.515,0
433.943,278.241,0
436.074,279.715,0
437.092,280.447,0
443.602,286.933,0
444.259,287.911,0
444.92,289.079,0
445.357,289.987,0
445.792,291.019,0

445.792,291.019,0
445.792,291.019,1

445.792,291.019,1
441.224,289.937,1

441.224,289.937,0
440.648,289.063,0
438.1,286.35,0
437.111,285.514,0
433.952,283.293,0
432.979,282.738,0
431.885,282.203,0
431.102,281.902,0

431.102,281.902,0
431.102,281.902,1

431.102,281.902,1
437.983,280.158,1

437.983,280.158,0
437.03,279.671,0
434.982,278.411,0
434.008,277.727,0
430.985,275.358,0
430.003,274.533,0
426.034,271.387,0
425.067,270.819,0
423.887,270.231,0
422.919,269.615,0
419.412,266.033,0
418.778,265.092,0
418.129,263.963,0
417.673,263.054,0
417.165,261.948,0
416.762,261.046,0
416.242,259.933,0
415.766,259.012,0
414.482,256.998,0
413.694,256.009,0

413.694,256.009,0
413.694,256.009,1

413.694,256.009,1
412.028,253.965,1

412.028,253.965,0
411.696,253.057,0
411.249,251.951,0
410.853,251.051,0
410.335,249.951,0
409.888,249.054,0
409.313,247.955,0
408.826,247.055,0
408.209,245.951,0
407.693,245.044,0
407.048,243.928,0
406.514,243.01,0
405.371,241.037,0
404.832,240.093,0
404.177,238.923,0
403.649,237.955,0
402.558,235.859,0
401.783,234.254,0
401.212,232.983,0
400.767,231.926,0

400.767,231.926,0
400.767,231.926,1

400.767,231.926,1
400.204,230.945,1

400.204,230.945,0
399.605,229.983,0
398.383,228.046,0
397.834,227.149,0
397.188,226.034,0
396.684,225.092,0
396.095,223.883,0
395.634,222.86,0
394.693,220.635,0
393.721,218.303,0
393.181,217.076,0
392.73,216.113,0
392.173,214.972,0
391.721,214.055,0
391.18,212.932,0
390.758,212,0
390.272,210.821,0
389.714,209.202,0
389.351,207.845,0
388.88,205.055,0

388.88,205.055,0
388.88,205.055,1

388.88,205.055,1
388.031,204.15,1

388.031,204.15,0
387.726,203.049,0
387.326,201.729,0
386.775,200.065,0
386.324,198.804,0
385.717,197.203,0
385.231,195.98,0
384.827,194.991,0
384.325,193.786,0
383.672,192.237,0
383.165,191.038,0
382.754,190.056,0
382.255,188.848,0
381.625,187.273,0
381.151,186.037,0
380.776,185.014,0
380.334,183.742,0
379.796,182.063,0
379.409,180.729,0
378.78,178.206,0

378.78,178.206,0
378.78,178.206,1

378.78,178.206,1
378.008,177.002,1

378.008,177.002,0
377.637,174.216,0
377.369,172.748,0
376.774,170.163,0
376.394,168.794,0
375.852,167.071,0
375.394,165.768,0
374.761,164.12,0
374.239,162.867,0
373.531,161.277,0
372.958,160.061,0
372.478,159.078,0
371.445,156.997,0
370.965,156.009,0
370.395,154.784,0
369.704,153.166,0
369.219,151.874,0
368.676,150.14,0
368.335,148.736,0
367.866,145.129,0

367.866,145.129,0
367.866,145.129,1

367.866,145.129,1
367.226,143.783,1

367.226,143.783,0
366.661,142.178,0
366.217,140.929,0
365.636,139.312,0
365.18,138.057,0
364.803,137.032,0
364.338,135.778,0
363.73,134.161,0
363.255,132.913,0
362.864,131.898,0
362.381,130.66,0
361.753,129.072,0
361.262,127.853,0
360.625,126.294,0
360.128,125.1,0
359.72,124.135,0
359.219,122.967,0
358.808,122.024,0
358.303,120.885,0
357.89,119.968,0

357.89,119.968,0
357.89,119.968,1

357.89,119.968,1
357.196,118.917,1

357.196,118.917,0
356.473,117.116,0
355.505,114.836,0
354.784,113.225,0
354.227,112.02,0
353.772,111.062,0
353.216,109.914,0
352.764,108.995,0
352.21,107.887,0
351.759,106.994,0
351.208,105.911,0
350.76,105.031,0
350.213,103.956,0
349.767,103.076,0
349.223,101.993,0
348.781,101.101,0
348.241,99.9937,0
347.802,99.0751,0
347.267,97.928,0
346.832,96.9701,0

346.832,96.9701,0
346.832,96.9701,1

346.832,96.9701,1
346.155,95.8991,1

346.155,95.8991,0
345.682,94.1426,0
345.271,92.8401,0
344.69,91.2248,0
344.207,90.0186,0
343.793,89.059,0
343.268,87.9105,0
342.826,86.9914,0
342.272,85.8841,0
341.812,84.9919,0
341.242,83.9093,0
340.775,83.0305,0
340.204,81.9562,0
339.741,81.0774,0
339.181,79.9949,0
338.733,79.1026,0
338.198,77.9953,0
337.776,77.0761,0
337.28,75.9276,0
336.894,74.968,0

336.894,74.968,0
336.894,74.968,1

336.894,74.968,1
336.074,73.9921,1

336.074,73.9921,0
335.818,73.0189,0
334.413,70.9747,0
333.595,70.0093,0
331.343,67.0012,0
330.681,66.0251,0
329.31,63.9688,0
328.653,63.0019,0
326.431,60.0009,0
325.612,59.0131,0
322.343,54.9847,0
321.657,54.0081,0
318.255,50.0259,0
317.808,48.9707,0
306.032,37.157,0
304.974,36.8103,0
297.983,30.403,0
297.025,29.5031,0
294.988,28.1909,0
294.004,27.9404,0

294.004,27.9404,0
294.004,27.9404,1

294.004,27.9404,1
290.92,25.1596,1

290.92,25.1596,0
290.018,24.5618,0
288.073,23.3817,0
287.143,22.8629,0
285.993,22.2565,0
285.047,21.7829,0
283.879,21.2261,0
282.919,20.7883,0
281.737,20.2697,0
280.202,19.6236,0
279.008,19.1369,0
278.03,18.7458,0
276.83,18.2716,0
275.278,17.6618,0
274.077,17.1869,0
273.096,16.795,0
271.898,16.3068,0
270.921,15.8993,0
269.73,15.3864,0
268.199,14.6964,0

268.199,14.6964,0
268.199,14.6964,1

268.199,14.6964,1
266.971,14.0535,1

266.971,14.0535,0
265.173,13.7221,0
263.762,13.3553,0
260.243,12.6479,0
