x,y,z
63.2340,65.6588,0.8000
65.2798,62.8511,0.8000
65.2798,62.8511,0.8000
65.2798,62.8511,1.8000
65.2798,62.8511,1.8000
51.0473,57.1832,1.8000
51.0473,57.1832,0.8000
51.2242,65.0251,0.8000
51.6736,69.2083,0.8000
51.9033,69.9995,0.8000
52.9779,72.0050,0.8000
53.6722,72.6990,0.8000
54.8564,73.4151,0.8000
54.8564,73.4151,0.8000
54.8564,73.4151,1.8000
54.8564,73.4151,1.8000
55.0315,73.5012,1.8000
55.0315,73.5012,0.8000
53.1088,74.3858,0.8000
51.4978,73.9065,0.8000
49.7652,74.1517,0.8000
48.6284,75.1424,0.8000
47.9562,76.5446,0.8000
48.0094,81.1546,0.8000
48.2090,83.3985,0.8000
47.6865,88.3493,0.8000
46.9265,96.0095,0.8000
47.5133,98.0964,0.8000
48.6361,100.1560,0.8000
51.0849,104.5214,0.8000
51.0565,107.5517,0.8000
51.0565,107.5517,0.8000
51.0565,107.5517,1.8000
51.0565,107.5517,1.8000
51.7344,109.1629,1.8000
51.7344,109.1629,0.8000
53.6156,110.7951,0.8000
55.7843,111.0770,0.8000
59.7854,111.4020,0.8000
62.0116,113.3450,0.8000
62.8795,115.4618,0.8000
63.9209,119.5820,0.8000
64.3948,121.6994,0.8000
64.8254,123.3500,0.8000
65.3611,124.9995,0.8000
67.4323,129.1496,0.8000
70.6241,133.1370,0.8000
72.7671,135.9720,0.8000
73.3756,137.0803,0.8000
74.0772,139.0800,0.8000
74.8065,143.1871,0.8000
75.7068,148.6235,0.8000
75.1887,153.7096,0.8000
73.6997,155.9020,0.8000
71.4894,157.4597,0.8000
71.4894,157.4597,0.8000
71.4894,157.4597,1.8000
71.4894,157.4597,1.8000
90.5950,155.3702,1.8000
90.5950,155.3702,0.8000
85.9473,151.0511,0.8000
85.0715,150.1470,0.8000
83.1093,148.0633,0.8000
80.6607,145.4325,0.8000
77.9818,142.6700,0.8000
77.4498,142.1507,0.8000
76.5245,141.2803,0.8000
76.5245,141.2803,0.8000
76.5245,141.2803,1.8000
76.5245,141.2803,1.8000
77.4538,142.2148,1.8000
77.4538,142.2148,0.8000
80.8330,144.8902,0.8000
83.3106,147.4942,0.8000
85.0840,149.5910,0.8000
85.8569,150.5092,0.8000
88.4969,153.3773,0.8000
90.7198,155.3078,0.8000
90.7198,155.3078,0.8000
90.7198,155.3078,1.8000
90.7198,155.3078,1.8000
100.5538,154.3565,1.8000
100.5538,154.3565,0.8000
101.9094,155.2558,0.8000
106.4430,156.9353,0.8000
107.8738,157.0928,0.8000
109.8472,156.9337,0.8000
112.2932,156.0611,0.8000
113.9445,155.4201,0.8000
115.7490,155.1308,0.8000
117.4425,155.4653,0.8000
118.5889,156.1189,0.8000
119.7882,156.8056,0.8000
